Goal,Exam,Subject,Unit,Chapter Name,"All book questions live

(Vipin)","All acquired questions live

(Ajay & Tanishq)",No NQE Deficiency,No PAJ Deficiency,"No ATG Deficiency

(Vipin)","Chapter Appearing in right sequence

(Ajay & Tanishq)","Topic Appearing in right sequence

(Ajay & Tanishq)","Video Appearing in right sequence

(Ajay & Tanishq)",NQE verification for each chapter,"KG Widget showing all data

(Gopi)","Chapter Tests Visible

(Gopi)","Chapter Tests Tiles Verified

(Gopi)",Topic Tile approved,Chapter Tile approved,Searchable,Growth Hack Dashboard Visible,C Support Actions Identified,C Support Actions Enabled,Questions Live
SSC,SSC,General Awareness,Social Issues,Economic and Social Issues,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,General Awareness,State Affairs,"Art, Culture and Religion",,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,General Awareness,State Affairs,Economy,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,General Awareness,State Affairs,Geography,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,General Awareness,State Affairs,GK Panorama,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,General Awareness,State Affairs,History,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,General Awareness,State Affairs,Polity,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Algebra,Algebraic Expression,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Algebra,Exponentials and Logarithms,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Algebra,"Sets, Relations and Functions",,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Arithmetic,Averages,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Arithmetic,Counting Principles,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Arithmetic,Number Systems,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Arithmetic,Percentages,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Arithmetic,Progression and Series,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Arithmetic,"Ratio, Proportion and Variation",,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Arithmetic,Simplification,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Data Interpretation,Data Sufficiency,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Data Interpretation,Graphical Representation of Data,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Data Interpretation,Measures of Central Tendency,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Data Interpretation,Organisation of Data,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Geometry,Coordinate Geometry,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Geometry,Geometry,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Quantitative Aptitude,Geometry,Trigonometry,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Analytical Reasoning,Decision Making,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Analytical Reasoning,Emotional and Social Intelligence,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Analytical Reasoning,Mathematical Reasoning,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Analytical Reasoning,Passage Based Reasoning,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Analytical Reasoning,Statement Based Reasoning,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Analytical Reasoning,Syllogism,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Non Verbal Reasoning,Analysing Patterns,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Non Verbal Reasoning,Cubes and Dice,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Non Verbal Reasoning,Symmetry,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Non Verbal Reasoning,Visual Analogy,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Non Verbal Reasoning,Visual Classification,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Non Verbal Reasoning,Visual Series,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Numerical Reasoning,Arithmetical Reasoning,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Numerical Reasoning,Clock and Calendar,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Numerical Reasoning,Mathematical Operations,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Numerical Reasoning,Number Analogy,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Numerical Reasoning,Number Classification,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Numerical Reasoning,Number Series,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Numerical Reasoning,"Number, Ranking and Time Sequence Test",,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Numerical Reasoning,Venn Diagrams,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Verbal Reasoning,Alphabet Test,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Verbal Reasoning,Coding Decoding,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Verbal Reasoning,Data Sufficiency,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Verbal Reasoning,Direction Sense Test,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Verbal Reasoning,Puzzle Test,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Verbal Reasoning,Relationships and Blood Relations,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Verbal Reasoning,Verbal Analogy,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Verbal Reasoning,Verbal Classification,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Reasoning,Verbal Reasoning,Verbal Series,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Statistics,Analysis of Variance,Analysis of Variance,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Statistics,"Collection, Classification and Presentation of Statistical Data","Collection, Classification and Presentation of Statistical Data",,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Statistics,Correlation and Regression,Correlation and Regression,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Statistics,Index Numbers,Index Numbers,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Statistics,Measures of Central Tendency,Measures of Central Tendency,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Statistics,Measures of Dispersion,Measures of Dispersion,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Statistics,"Moments, Skewness and Kurtosis","Moments, Skewness and Kurtosis",,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Statistics,Probability Theory,Probability Theory,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Statistics,Random Variable and Probability Distributions,Random Variable and Probability Distributions,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Statistics,Sampling Theory,Sampling Theory,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Statistics,Statistical Inference,Statistical Inference,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,Statistics,Time Series Analysis,Time Series Analysis,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,हिंदी,हिंदी व्याकरण,अपठित गद्यांश एवं काव्यांश,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,हिंदी,हिंदी व्याकरण,अलंकार,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,हिंदी,हिंदी व्याकरण,कारक,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,हिंदी,हिंदी व्याकरण,काल,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,हिंदी,हिंदी व्याकरण,छंद,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,हिंदी,हिंदी व्याकरण,मुहावरे,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,हिंदी,हिंदी व्याकरण,रस,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,हिंदी,हिंदी व्याकरण,लिंग,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,हिंदी,हिंदी व्याकरण,लोकोक्तियाँ,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,हिंदी,हिंदी व्याकरण,वर्ण विचार,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,हिंदी,हिंदी व्याकरण,वाक्य विचार,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,हिंदी,हिंदी व्याकरण,शब्द के भेद,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,हिंदी,हिंदी व्याकरण,शब्द निर्माण,,,,,,,,,,,,,,,,,,,Not found
SSC,SSC,हिंदी,हिंदी व्याकरण,शब्द विचार,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Child Development: Growth and Development,Concept of Growth and Development,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Child Development: Growth and Development,Dimensions of Development,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Child Development: Growth and Development,Factors affecting Growth and Development,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Child Development: Growth and Development,Priniciples of Development,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Child Development: Growth and Development,Role of Heredity and Environment,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Child-Centered and Progressive Education,Child-Centered and Progressive Education,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Gender,Gender,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,"Individual Differences, Personality and Intelligence",Individual Differences,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,"Individual Differences, Personality and Intelligence",Intelligence,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,"Individual Differences, Personality and Intelligence",Personality,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Learning and Motivation,Child thinking and Learning,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Learning and Motivation,Meaning and Concept of Learning,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Learning and Motivation,Motivation and Implications for Learning,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Learning and Motivation,Theories of Learning and its implication,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Learning Disabilities,Aphasia,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Learning Disabilities,Arithmetic Disorder,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Learning Disabilities,Reading Disorder,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Learning Disabilities,Spelling Disorder,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Learning Disabilities,Writing Disorder,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,National Curriculum Framework- 2005,National Curriculum Framework- 2005,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Socialization,Socialization processes,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Teaching Learning Process,Methods of Teaching Learning,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Child Development & Pedagogy,Understanding Diverse learners,Psychology of Exceptional Children,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Adjectives and Degrees of Comparison,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Adverb,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Articles & Determiners,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Complement,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Conditional Sentences,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Conjunction,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Modals,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Narration,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Non-Finite,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Noun and the Number,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Preposition,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Pronoun,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Question Tags,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Sentence,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Subject-Verb Agreement,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Tenses,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Verbs,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Grammar,Voice,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Non Grammar,Comprehension,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Non Grammar,Parajumbles,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,English Non Grammar,Vocabulary,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,Engllish Pedagogy,Approaches of Teaching English,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,Engllish Pedagogy,Evaluation,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,Engllish Pedagogy,Figures of Speech and Rhyme Scheme,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,Engllish Pedagogy,Language,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,Engllish Pedagogy,Language Skills,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,Engllish Pedagogy,Linguistic Development,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,Engllish Pedagogy,Methods of Teaching English,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,Engllish Pedagogy,Miscellaneous Topics,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,Engllish Pedagogy,Morphology and Phonology,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,Engllish Pedagogy,Teacher and Teaching Aids,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,Engllish Pedagogy,Teaching of Grammar,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Engllish,Engllish Pedagogy,Teaching of Prose and Poetry,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Environmental Studies & Pedagogy,Environmental Studies,Animals,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Environmental Studies & Pedagogy,Environmental Studies,Disaster,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Environmental Studies & Pedagogy,Environmental Studies,Family and Friends,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Environmental Studies & Pedagogy,Environmental Studies,Food and Nutrition,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Environmental Studies & Pedagogy,Environmental Studies,Health and Disease,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Environmental Studies & Pedagogy,Environmental Studies,How We Make Things?,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Environmental Studies & Pedagogy,Environmental Studies,Miscellaneous,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Environmental Studies & Pedagogy,Environmental Studies,Plants,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Environmental Studies & Pedagogy,Environmental Studies,Shelter,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Environmental Studies & Pedagogy,Environmental Studies,Travel,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Environmental Studies & Pedagogy,Environmental Studies,Water,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Environmental Studies & Pedagogy,Pedagogy,Pedagogical Issues,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics,Algebra,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics,Area and Perimeter,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics,Data Handling,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics,Geometry,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics,Introduction of Numbers,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics,LCM and HCF,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics,Problems Based on Arithmetic,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics,Simple and Decimal Fractions,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics,Square - Square Root and Cube - Cube Root,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics,Volume and Surface Area,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics Pedagogy,Community Mathematics,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics Pedagogy,Diagnostic and Remedial Teaching,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics Pedagogy,Error Analysis,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics Pedagogy,Evaluation,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics Pedagogy,Language of Mathematics,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics Pedagogy,Mathematics in Curriculum,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics Pedagogy,Nature of Mathematics,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,Mathematics,Mathematics Pedagogy,Problems of Teaching Mathematics,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी व्याकरण,अपठित गद्यांश एवं काव्यांश,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी व्याकरण,अलंकार,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी व्याकरण,कारक,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी व्याकरण,काल,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी व्याकरण,छंद,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी व्याकरण,मुहावरे,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी व्याकरण,रस,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी व्याकरण,लिंग,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी व्याकरण,लोकोक्तियाँ,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी व्याकरण,वर्ण विचार,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी व्याकरण,वाक्य विचार,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी व्याकरण,शब्द के भेद,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी व्याकरण,शब्द निर्माण,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी व्याकरण,शब्द विचार,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी शिक्षाशास्त्र,भाषा,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी शिक्षाशास्त्र,भाषा कौशल,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 1,हिंदी,हिंदी शिक्षाशास्त्र,शिक्षण में आने वाली समस्याएँ,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Child Development: Growth and Development,Concept of Growth and Development,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Child Development: Growth and Development,Dimensions of Development,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Child Development: Growth and Development,Factors affecting Growth and Development,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Child Development: Growth and Development,Principles of Development,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Child Development: Growth and Development,Role of Heredity and Environment,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Child-Centered and Progressive Education,Child-Centered and Progressive Education,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Gender,Gender,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,"Individual Differences, Personality and Intelligence",Individual Differences,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,"Individual Differences, Personality and Intelligence",Intelligence,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,"Individual Differences, Personality and Intelligence",Personality,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Learning and Motivation,Child thinking and Learning,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Learning and Motivation,Meaning and Concept of Learning,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Learning and Motivation,Motivation and Implications for Learning,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Learning and Motivation,Theories of Learning and its implication,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Learning Disabilities,Aphasia,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Learning Disabilities,Arithmetic Disorder,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Learning Disabilities,Reading Disorder,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Learning Disabilities,Spelling Disorder,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Learning Disabilities,Writing Disorder,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,National Curriculum Framework- 2005,National Curriculum Framework- 2005,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Socialization,Socialization Processes,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Teaching Learning Process,Methods of Teaching Learning,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,Child Development & Pedagogy,Understanding Diverse Learners,Psychology of Exceptional Children,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Adjectives and Degrees of Comparison,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Adverb,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Articles & Determiners,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Complement,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Conditional Sentences,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Conjunction,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Modals,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Narration,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Non-Finite,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Noun and the Number,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Preposition,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Pronoun,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Question Tags,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Sentence,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Subject-Verb Agreement,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Tenses,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Verbs,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Grammar,Voice,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Non-Grammar,Comprehension,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Non-Grammar,Parajumbles,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,English Non-Grammar,Vocabulary,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,Pedagogy in English,Approaches of Teaching English,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,Pedagogy in English,English: Miscellaneous Topics,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,Pedagogy in English,Evaluation,,,,,,,,,,,,,,,,,,,Not found
Teaching,CTET Paper 2,English,Pedagogy in English,Figures of Speech and Rhyme Scheme,,,,,,,,,,,,,,,,,,,Not found
